tweet_text,recipient,emotion,brand,tweet_length,lemmatized_review,emotion_code
"['rt', 'user', 'user', 'said', 'able', 'get', 'ipad', '2', 'sxsw', 'apple', 'opening', 'popyou\x89û', 'cont', 'link']",none,Neutral,none,23,rt user user said able get ipad 2 sxsw apple opening popyouû cont link,1
"['rt', 'user', 'user', 'said', 'able', 'get', 'ipad', '2', 'sxsw', 'apple', 'opening', 'popup', 'store', 'austin', 'sxsw', 'link']",none,Neutral,none,27,rt user user said able get ipad 2 sxsw apple opening popup store austin sxsw link,1
"['rt', 'user', 'user', 'worked', 'user', 'create', 'opensource', 's2', 'fill', 'gap', 'needed', 'locationbased', 'application', 'use', 'nosql', 'db', 'model', 'sxsw']",none,Neutral,none,24,rt user user worked user create opensource s2 fill gap needed locationbased application use nosql db model sxsw,1
"['rt', 'user', 'user', 'wow', 'gold', 'gym', 'underneath', 'apple', 'store', 'kind', 'nutshell', 'right', 'sxsw']",Apple,Positive,Apple,20,rt user user wow gold gym underneath apple store kind nutshell right sxsw,2
"['rt', 'user', 'user', 'yes', 'favorited', 'want', 'win', 'need', 'win', 'doo', 'dah', 'doo', 'dah', 'pushio', 'sxsw', 'ipad']",none,Neutral,none,25,rt user user yes favorited want win need win doo dah doo dah pushio sxsw ipad,1
"['rt', 'user', 'user', 'iphone', '4', 'case', 'rad', 'ready', 'stop', 'tomorrow', 'get', 'sxsw', 'zazzlesxsw', 'sxswi', 'link']",iPhone,Positive,Apple,21,rt user user iphone 4 case rad ready stop tomorrow get sxsw zazzlesxsw sxswi link,2
"['rt', 'user', 'user', 'grab', 'latest', 'user', 'sxsw', 'link', 'saytextson']",none,Neutral,none,11,rt user user grab latest user sxsw link saytextson,1
"['rt', 'user', 'lt10', 'minute', 'line', 'ipad', '2', 'temporary', 'apple', 'store', 'sxsw']",none,Neutral,none,14,rt user lt10 minute line ipad 2 temporary apple store sxsw,1
"['rt', 'user', 'lt10', 'minute', 'line', 'ipad', '2', 'temporary', 'apple', 'store', 'sxsw', '935', 'cst']",none,Neutral,none,16,rt user lt10 minute line ipad 2 temporary apple store sxsw 935 cst,1
"['rt', 'user', 'quotuser', 'apple', 'classiest', 'fascist', 'company', 'america', 'really', 'elegantquot', 'sxsw', 'rji']",Apple,Negative,Apple,16,rt user quotuser apple classiest fascist company america really elegantquot sxsw rji,0
"['rt', 'user', 'quot40', 'google', 'map', 'usage', 'mobilequot', 'marissa', 'mayer', 'sxsw']",none,Neutral,none,15,rt user quot40 google map usage mobilequot marissa mayer sxsw,1
"['rt', 'user', 'quotare', 'coolquot', 'came', 'travoltas', 'line', 'quotbroken', 'arrowquot', 'sxsw', 'lthere', 'thought', '2', 'steves', 'first', 'apple']",none,Neutral,none,25,rt user quotare coolquot came travoltas line quotbroken arrowquot sxsw lthere thought 2 steves first apple,1
"['rt', 'user', 'quotapple', 'come', 'cool', 'technology', 'one', 'ever', 'heard', 'go', 'conferencesquot', 'sxsw', 'pseudoretweet']",Apple,Positive,Apple,21,rt user quotapple come cool technology one ever heard go conferencesquot sxsw pseudoretweet,2
"['rt', 'user', 'quotapple', 'elegant', 'fascist', 'company', 'americaquot', 'flipboard', 'sxsw']",Apple,Negative,Apple,13,rt user quotapple elegant fascist company americaquot flipboard sxsw,0
"['rt', 'user', 'quotapple', 'like', 'pay', 'apple', 'likesquot', 'barry', 'diller', 'sxsw', 'user', 'acc', 'ballroom', 'pic', 'link']",none,Neutral,none,24,rt user quotapple like pay apple likesquot barry diller sxsw user acc ballroom pic link,1
"['rt', 'user', 'quotapple', 'elegant', 'fascist', 'corporation', 'america', 'todayquot', 'kara', 'swisher', 'sxsw', 'flipboard']",Apple,Negative,Apple,16,rt user quotapple elegant fascist corporation america todayquot kara swisher sxsw flipboard,0
"['rt', 'user', 'quotat', 'sxsw', 'apple', 'school', 'marketing', 'expertsquot', 'link']",Apple,Positive,Apple,10,rt user quotat sxsw apple school marketing expertsquot link,2
"['rt', 'user', 'quotcommunity', 'place', 'web', 'friend', 'app', 'notquot', 'link', 'sxsw', 'grauniad']",none,Neutral,none,20,rt user quotcommunity place web friend app notquot link sxsw grauniad,1
"['rt', 'user', 'quotcredit', 'card', 'company', 'know', '98', 'accuracy', '2', 'yr', 'going', 'get', 'divorcedquot', 'user', 'sxsw', 'link']",none,Neutral,none,22,rt user quotcredit card company know 98 accuracy 2 yr going get divorcedquot user sxsw link,1
"['rt', 'user', 'quoteveryone', 'already', 'onequot', 'antitheft', 'protection', 'leave', 'laptop', 'ipad', 'go', 'get', 'latte', 'sxsw', 'user']",none,Neutral,none,25,rt user quoteveryone already onequot antitheft protection leave laptop ipad go get latte sxsw user,1
"['rt', 'user', 'quotgoogle', 'quotproduct', 'gatekeeperquot', 'marissa', 'mayer', 'locationbased', 'quotfast', 'fun', 'futurequot', 'link', 'ht', 'user', 'sxswquot']",none,Neutral,none,18,rt user quotgoogle quotproduct gatekeeperquot marissa mayer locationbased quotfast fun futurequot link ht user sxswquot,1
"['rt', 'user', 'quotgoogle', 'tweet', 'new', 'think', 'speakquot', 'belinsky', 'digital', 'democracy', 'sxsw', 'via', 'user']",none,Neutral,none,21,rt user quotgoogle tweet new think speakquot belinsky digital democracy sxsw via user,1
"['rt', 'user', 'quotgoogle', 'tweet', 'new', 'think', 'speakquot', 'belinsky', 'digital', 'democracy', 'sxsw', '911tweets']",Google,Positive,Google,20,rt user quotgoogle tweet new think speakquot belinsky digital democracy sxsw 911tweets,2
"['rt', 'user', 'quotgoogle', 'tweetquot', 'new', 'quotthink', 'speakquot', 'mark', 'belinsky', 'sxsw']",none,Neutral,none,17,rt user quotgoogle tweetquot new quotthink speakquot mark belinsky sxsw,1
"['rt', 'user', 'quotgoogle', 'tweetquot', 'new', 'quotthink', 'speakquot', 'mark', 'belinsky', '911tweets', 'panel', 'sxsw']",Google,Positive,Google,20,rt user quotgoogle tweetquot new quotthink speakquot mark belinsky 911tweets panel sxsw,2
"['rt', 'user', 'quotgoogle', 'look', 'technical', 'solution', 'great', 'community', 'human', 'solutionquot', 'sxsw']",Google,Negative,Google,20,rt user quotgoogle look technical solution great community human solutionquot sxsw,0
"['rt', 'user', 'quotgoogle', 'map', 'route', 'around', 'traffic', 'saving', 'user', '2', 'year', 'every', 'dayquot', 'marissa', 'mayer', 'sxsw']",Other Google product or service,Positive,,18,rt user quotgoogle map route around traffic saving user 2 year every dayquot marissa mayer sxsw,2
"['rt', 'user', 'quoti', 'believe', 'god', 'explanation', 'apple', 'continued', 'existencequot', 'guy', 'kawasaki', 'enchantment', 'sxsw']",Apple,Negative,Apple,20,rt user quoti believe god explanation apple continued existencequot guy kawasaki enchantment sxsw,0
"['rt', 'user', 'quoti', 'learning', 'thing', 'screenquot', '4year', 'old', 'explanation', 'instantly', 'knew', 'use', 'ipad', 'sxsw']",iPad,Positive,Apple,27,rt user quoti learning thing screenquot 4year old explanation instantly knew use ipad sxsw,2
"['rt', 'user', 'quotiava', 'want', 'google', 'nonprofitsquot', 'yes', 'bc', 'vet', 'deserve', 'nothing', 'less', 'sxsw', 'letshookup']",Google,Neutral,Google,22,rt user quotiava want google nonprofitsquot yes bc vet deserve nothing less sxsw letshookup,1
"['rt', 'user', 'quotif', 'one', 'thing', 'sxsw', 'good', 'flash', 'mob', 'hivethinkquot', 'apple', 'win', 'user', 'sxsw', 'ipad2', 'link']",Apple,Positive,Apple,22,rt user quotif one thing sxsw good flash mob hivethinkquot apple win user sxsw ipad2 link,2
"['rt', 'user', 'quotit', 'affirmative', 'action', 'woman', 'product', 'team', 'google', 'literally', 'made', 'product', 'betterquot', 'sxsw', 'nptech']",Google,Positive,Google,21,rt user quotit affirmative action woman product team google literally made product betterquot sxsw nptech,2
"['rt', 'user', 'quotit', 'affirmative', 'action', 'woman', 'product', 'team', 'google', 'literally', 'made', 'product', 'betterquot', 'user', 'sxsw']",Google,Positive,Google,22,rt user quotit affirmative action woman product team google literally made product betterquot user sxsw,2
"['rt', 'user', 'quotmultiple', 'approach', 'monetizationquot', 'iphone', 'game', 'dev', 'quotbut', 'ad', 'would', 'cheapen', 'productquot', 'ok', 'good', 'luck', 'sxsw']",iPad or iPhone App,Negative,Apple,22,rt user quotmultiple approach monetizationquot iphone game dev quotbut ad would cheapen productquot ok good luck sxsw,0
"['rt', 'user', 'quotmy', 'kid', 'grow', 'thinking', 'new', 'york', 'time', 'google', 'separate', 'industriesquot', 'user', 'bvj', 'sxsw']",none,Neutral,none,22,rt user quotmy kid grow thinking new york time google separate industriesquot user bvj sxsw,1
"['rt', 'user', 'quotshe', 'ipad', 'dj', 'working', 'etsy', 'partyquot', 'realtalk', 'sxsw']",none,Positive,none,12,rt user quotshe ipad dj working etsy partyquot realtalk sxsw,2
"['rt', 'user', 'quotso', 'google', 'quotrefrigerator', 'magnet', 'gamequot', 'everyone', 'sxsw', 'keynote', 'stop', 'listening']",Other Google product or service,Positive,,20,rt user quotso google quotrefrigerator magnet gamequot everyone sxsw keynote stop listening,2
"['rt', 'user', 'quotthe', 'future', 'local', 'contextual', 'discoveryquot', 'google', 'marissa', 'mayer', 'argues', 'exceptionally', 'valuable', 'type', 'search', 'sxsw']",Google,Positive,Google,23,rt user quotthe future local contextual discoveryquot google marissa mayer argues exceptionally valuable type search sxsw,2
"['rt', 'user', 'quotthe', 'future', 'local', 'contextual', 'discoveryquot', 'google', 'mayer', 'argues', 'exceptionally', 'valuable', 'search', 'sxsw']",none,Neutral,none,20,rt user quotthe future local contextual discoveryquot google mayer argues exceptionally valuable search sxsw,1
"['rt', 'user', 'quotthe', 'google', 'name', 'built', 'getting', 'thing', 'trying', 'outquot', 'marissa', 'mayer', 'sxsw', 'frm', 'user']",Google,Positive,Google,21,rt user quotthe google name built getting thing trying outquot marissa mayer sxsw frm user,2
"['rt', 'user', 'quotthe', 'mobile', 'phone', 'cursor', 'connects', 'physical', 'digital', 'worldquot', 'google', 'marissa', 'mayer', 'sxsw']",none,Neutral,none,19,rt user quotthe mobile phone cursor connects physical digital worldquot google marissa mayer sxsw,1
"['rt', 'user', 'quotthe', 'explanation', 'continued', 'success', 'apple', 'existence', 'godquot', 'user', 'enchantment', 'sxsw']",Apple,Positive,Apple,19,rt user quotthe explanation continued success apple existence godquot user enchantment sxsw,2
"['rt', 'user', 'quotthere', 'explanation', 'apple', 'continued', 'survival', 'existence', 'godquot', 'guykawasaki', 'sxsw']",Apple,Positive,Apple,18,rt user quotthere explanation apple continued survival existence godquot guykawasaki sxsw,2
"['rt', 'user', 'quotthere', 'reason', 'google', 'social', 'technicalquot', 'sxsw', 'comment']",Google,Negative,Google,17,rt user quotthere reason google social technicalquot sxsw comment,0
"['rt', 'user', 'quottransparency', 'choice', 'control', 'define', 'google', 'productsquot', 'mayer', 'thereby', 'defining', 'google', 'brand', 'value', 'sxsw']",Google,Positive,Google,22,rt user quottransparency choice control define google productsquot mayer thereby defining google brand value sxsw,2
"['rt', 'user', 'quotwe', 'want', 'undivided', 'attention', 'please', 'take', 'mobile', 'phone', 'ipad', '2squot', 'user', 'sxsw', 'leanstartup']",none,Neutral,none,23,rt user quotwe want undivided attention please take mobile phone ipad 2squot user sxsw leanstartup,1
"['rt', 'user', 'quotyou', 'google', 'canadian', 'tuxedo', 'lose', 'hoursquot', 'sxsw']",none,Neutral,none,13,rt user quotyou google canadian tuxedo lose hoursquot sxsw,1
"['rt', 'user', 'android', 'app', 'bizzy', 'challenge', 'u', 'quotcheck', 'outquot', 'sxsw', 'link']",none,Neutral,none,12,rt user android app bizzy challenge u quotcheck outquot sxsw link,1
"['rt', 'user', 'android', 'app', 'review', 'sxsw', 'go', 'link', 'pls', '\x89ª¼']",none,Neutral,none,11,rt user android app review sxsw go link pls ª¼,1
"['rt', 'user', 'apple', 'hp', 'popping', 'sxsw', 'setting', 'temp', 'site', 'link', 'austin', 'atx', 'austinbusiness']",none,Neutral,none,19,rt user apple hp popping sxsw setting temp site link austin atx austinbusiness,1
"['rt', 'user', 'apple', 'finagles', 'way', 'earn', 'brand', 'awareness', 'sxsw', 'link', 'harhar']",none,Neutral,none,13,rt user apple finagles way earn brand awareness sxsw link harhar,1
"['rt', 'user', 'apple', 'guy', 'screaming', 'running', 'line', 'open', 'shop', 'austin', 'sxsw', 'ipad2', 'crazyco', 'link']",none,Neutral,none,18,rt user apple guy screaming running line open shop austin sxsw ipad2 crazyco link,1
"['rt', 'user', 'apple', 'head', 'sxsw', 'set', 'temporary', 'store', 'austin', 'link', 'news', 'sxsw', 'bastard', 'bringing', 'temptation']",none,Neutral,none,20,rt user apple head sxsw set temporary store austin link news sxsw bastard bringing temptation,1
"['rt', 'user', 'apple', 'setting', 'popup', 'store', 'downtown', 'austin', 'sell', 'bajillions', 'ipad2s', 'sxsw', 'attendee', 'course', 'link']",iPad,Positive,Apple,23,rt user apple setting popup store downtown austin sell bajillions ipad2s sxsw attendee course link,2
"['rt', 'user', 'apple', 'opening', 'popup', 'shop', 'downtown', 'austin', 'sxsw', 'link', 'rt', 'user', 'user']",none,Neutral,none,16,rt user apple opening popup shop downtown austin sxsw link rt user user,1
"['rt', 'user', 'apple', 'pop', 'store', 'sxsw', 'selling', 'new', 'ipad', 'link']",none,Neutral,none,13,rt user apple pop store sxsw selling new ipad link,1
"['rt', 'user', 'apple', 'popup', 'store', 'selling', 'ipad2', 'sxsw', 'link', 'via', 'user', 'tech', 'retail']",Apple,Positive,Apple,14,rt user apple popup store selling ipad2 sxsw link via user tech retail,2
"['rt', 'user', 'apple', 'save', 'sxsw', 'set', 'open', 'popup', 'store', 'link']",none,Positive,none,11,rt user apple save sxsw set open popup store link,2
"['rt', 'user', 'apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'link', 'via', 'user']",none,Neutral,none,16,rt user apple set open popup shop core sxsw action link via user,1
"['rt', 'user', 'apple', 'setting', 'popup', 'store', 'austin', 'sell', 'bajillions', 'ipad2s', 'sxsw', 'attendee', 'link', 'brilliant']",iPad,Positive,Apple,18,rt user apple setting popup store austin sell bajillions ipad2s sxsw attendee link brilliant,2
"['rt', 'user', 'apple', 'hawk', 'ipad', '2', 'sxsw', 'festival', 'popup', 'store', 'link', 'user']",Apple,Positive,Apple,15,rt user apple hawk ipad 2 sxsw festival popup store link user,2
"['rt', 'user', 'apple', 'open', 'pop', 'store', 'sxsw', 'time', 'ipad2', 'sale', 'link']",none,Neutral,none,16,rt user apple open pop store sxsw time ipad2 sale link,1
"['rt', 'user', 'apple', 'open', 'popup', 'shop', 'sxsw', 'link', 'via', 'user']",none,Neutral,none,12,rt user apple open popup shop sxsw link via user,1
"['rt', 'user', 'austinites', 'sxsw', 'check', 'iphone', 'link']",none,Neutral,none,11,rt user austinites sxsw check iphone link,1
"['rt', 'user', 'awesome', 'user', 'amp', 'user', 'ranking', 'normal', 'result', 'quit', 'ranking', 'page', 'view', 'unique', 'visitor', 'analytics', 'matter', 'sxsw']",none,Neutral,none,24,rt user awesome user amp user ranking normal result quit ranking page view unique visitor analytics matter sxsw,1
"['rt', 'user', 'bettersearch', 'sxsw', 'google', 'hotpotlooks', 'like', 'streamlined', 'yelp', 'indepth', 'though', 'wondering', 'game', 'theory', 'built']",none,Neutral,none,23,rt user bettersearch sxsw google hotpotlooks like streamlined yelp indepth though wondering game theory built,1
"['rt', 'user', 'blackberry', 'user', 'must', 'feel', 'like', 'loser', 'sxsw', 'clearly', 'iphone', 'crowd', 'baby']",iPhone,Positive,Apple,16,rt user blackberry user must feel like loser sxsw clearly iphone crowd baby,2
"['session', 'designingforkids', 'changing', 'mind', 'future', 'kid', 'relationship', 'iphone', 'sapient', 'sxsw']",none,Neutral,none,17,session designingforkids changing mind future kid relationship iphone sapient sxsw,1
"['rt', 'user', 'fsw', 'sxsw', 'wanted', 'know', 'spec', 'parsing', 'ajax', 'link', 'link']",none,Neutral,none,20,rt user fsw sxsw wanted know spec parsing ajax link link,1
"['rt', 'user', 'futuremf', 'user', 'link', 'spec', 'recipe', 'web', 'google', 'search', 'link', 'sxsw']",none,Neutral,none,17,rt user futuremf user link spec recipe web google search link sxsw,1
"['rt', 'user', 'futuremf', 'trajan', 'google', 'destroyed', 'lttitlegt', 'tag', 'website', 'seo', 'open', 'graph', 'protocol', 'added', 'clean', 'title', 'tag', 'instead', 'sxsw']",Google,Negative,Google,24,rt user futuremf trajan google destroyed lttitlegt tag website seo open graph protocol added clean title tag instead sxsw,0
"['rt', 'user', 'google', 'circle', 'google', 'latest', 'social', 'venture', 'google', 'circle', 'reportedly', 'launched', 'sxsw', 'today', 'link']",none,Neutral,none,19,rt user google circle google latest social venture google circle reportedly launched sxsw today link,1
"['rt', 'user', 'google', 'circle', 'amp', 'crop', 'circle', 'anatomy', 'sxsw', 'rumor', 'link', 'user']",none,Neutral,none,16,rt user google circle amp crop circle anatomy sxsw rumor link user,1
"['rt', 'user', 'google', 'could', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'sxsw', 'remake', 'wave']",none,Neutral,none,19,rt user google could launch major new social network called circle possibly today link sxsw remake wave,1
"['rt', 'user', 'google', 'denies', 'rumor', 'launching', 'circle', 'sxsw', 'link']",none,Neutral,none,11,rt user google denies rumor launching circle sxsw link,1
"['rt', 'user', 'google', 'future', 'quotthe', 'power', 'herequot', 'paired', 'augmented', 'reality', 'contextual', 'reality', 'pnid', 'sxsw']",none,Neutral,none,19,rt user google future quotthe power herequot paired augmented reality contextual reality pnid sxsw,1
"['rt', 'user', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'sxsw']",none,Neutral,none,15,rt user google launch major new social network called circle possibly today link sxsw,1
"['rt', 'user', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'sxsw', 'user']",none,Neutral,none,16,rt user google launch major new social network called circle possibly today link sxsw user,1
"['rt', 'user', 'google', 'connect', 'digital', 'amp', 'physical', 'world', 'mobile', 'link', 'via', 'user', 'sxsw']",none,Neutral,none,16,rt user google connect digital amp physical world mobile link via user sxsw,1
"['rt', 'user', 'google', 'mobile', 'future', 'elusive', 'power', 'link', 'via', 'user', 'eurorscg', 'sxsw', 'sxswi']",none,Neutral,none,18,rt user google mobile future elusive power link via user eurorscg sxsw sxswi,1
"['rt', 'user', 'gsdm', 'amp', 'google', 'industry', 'party', 'sxsw', 'user', 'house']",none,Neutral,none,18,rt user gsdm amp google industry party sxsw user house,1
"['rt', 'user', 'hashable', 'rocking', 'user', 'sxsw', 'new', 'quotcloudquot', 'business', 'card', 'iphone', 'android']",none,Neutral,none,19,rt user hashable rocking user sxsw new quotcloudquot business card iphone android,1
"['rt', 'user', 'ipad', 'design', 'tip', 'look', 'like', 'physical', 'object', 'people', 'interact', 'like', 'it\x89ûªs', 'onequot', 'sxsw', 'tapworthy', 'gsdm']",iPad,Positive,Apple,23,rt user ipad design tip look like physical object people interact like itûªs onequot sxsw tapworthy gsdm,2
"['rt', 'user', 'ipad', 'lounge', 'recharge', 'coffee', 'h2o', 'ipad', 'art', 'showfree', 'daily', 'sxsw', '106', 'e', '8th', 'congress', 'åç', 'austin', 'detail', 'link']",iPad,Positive,Apple,22,rt user ipad lounge recharge coffee h2o ipad art showfree daily sxsw 106 e 8th congress åç austin detail link,2
"['rt', 'user', 'ipad2', 'live', 'unboxing', 'front', 'sxsw', 'apple', 'store', 'video', 'link']",none,Neutral,none,14,rt user ipad2 live unboxing front sxsw apple store video link,1
"['rt', 'user', 'ipad2', 'unboxing', 'outside', 'sxsw', 'apple', 'store', 'link']",none,Positive,none,10,rt user ipad2 unboxing outside sxsw apple store link,2
"['rt', 'user', 'killing', 'sxsw', 'quotyou', 'google', 'canadian', 'tuxedo', 'lose', 'hoursquot']",none,Positive,none,15,rt user killing sxsw quotyou google canadian tuxedo lose hoursquot,2
"['rt', 'user', 'lolshow', 'podcast', 'w', 'user', 'user', 'user', 'android', 'security', 'sxsw', 'dickbar', 'ie6', 'amp', 'ipad2', 'link']",none,Neutral,none,17,rt user lolshow podcast w user user user android security sxsw dickbar ie6 amp ipad2 link,1
"['rt', 'user', 'nfc', 'technology', 'google', 'testing', 'using', 'sticker', 'store', 'window', 'tap', 'get', 'info', 'sxsw']",none,Neutral,none,19,rt user nfc technology google testing using sticker store window tap get info sxsw,1
"['rt', 'user', 'playhopskoch', 'apple', 'app', 'store', 'well', 'android', 'market', 'getting', 'ready', 'rock', 'sxsw']",iPad or iPhone App,Positive,Apple,20,rt user playhopskoch apple app store well android market getting ready rock sxsw,2
"['rt', 'user', 'protip', 'show', 'google', 'analytics', 'page', 'sxsw', 'presentation']",none,Neutral,none,13,rt user protip show google analytics page sxsw presentation,1
"['rt', 'user', 'pubcamp', 'kirkus', 'sxsw', 'download', 'qrank', 'ipadiphone', 'come', 'pubcamp', 'sxsw', '2011', 'prize']",none,Neutral,none,19,rt user pubcamp kirkus sxsw download qrank ipadiphone come pubcamp sxsw 2011 prize,1
"['rt', 'user', 'qagb', 'sxsw', 'timely', 'rt', 'user', 'bings', 'search', 'engine', 'share', 'continues', 'rise', '136', 'google', 'still', 'top', '654', 'link']",Google,Positive,Google,23,rt user qagb sxsw timely rt user bings search engine share continues rise 136 google still top 654 link,2
"['rt', 'user', 'samsung', 'galaxy', 'ii', 'show', 'wood', 'teamandroid', 'sxsw', 'event', 'link']",none,Neutral,none,19,rt user samsung galaxy ii show wood teamandroid sxsw event link,1
"['rt', 'user', 'samsung', 'sony', 'follow', 'apple', 'hp', 'lead', 'user', 'link', 'austin', 'atx', 'sxsw']",none,Neutral,none,13,rt user samsung sony follow apple hp lead user link austin atx sxsw,1
"['rt', 'user', 'seenatsxsw2011', 'best', 'thing', 'seen', 'sxsw', 'fara', 'man', 'begging', 'street', 'corner', 'money', 'ipad', '2', 'front', 'apple', 'store', 'sad']",iPad,Neutral,Apple,29,rt user seenatsxsw2011 best thing seen sxsw fara man begging street corner money ipad 2 front apple store sad,1
"['rt', 'user', 'smmnextgen', 'tool', 'cheap', 'google', 'analyticsexcelbuzzmetrics', 'also', 'radian6', 'altimeter', 'sxsw', 'sloansxsw']",none,Positive,none,15,rt user smmnextgen tool cheap google analyticsexcelbuzzmetrics also radian6 altimeter sxsw sloansxsw,2
"['rt', 'user', 'social', 'important', 'google', 'screw', 'big', 'launch', 'circus', 'link', 'via', 'user', 'sxsw']",none,Neutral,none,20,rt user social important google screw big launch circus link via user sxsw,1
"['rt', 'user', 'startup', 'free', 'premium', 'service', '1st', 'job', 'post', 'link', 'lean', 'leanux', 'leanstartup', 'sxsw', 'sxswi', 'launch', 'startup', 'founder']",none,Neutral,none,20,rt user startup free premium service 1st job post link lean leanux leanstartup sxsw sxswi launch startup founder,1
"['rt', 'user', 'sxsw', 'quotpre', 'post', 'ipad', 'death', 'flashquot', 'link']",none,Neutral,none,15,rt user sxsw quotpre post ipad death flashquot link,1
"['rt', 'user', 'sxsw', 'google', 'map', 'mobile', 'device', 'vp', 'link']",none,Neutral,none,14,rt user sxsw google map mobile device vp link,1
"['rt', 'user', 'sxsw', 'user', 'devops', 'user', 'umm', 'meant', 'go', 'google', 'quotwhy', 'complex', 'system', 'failquot', 'written', 'doctor', 'read', 'like', 'guy']",none,Neutral,none,22,rt user sxsw user devops user umm meant go google quotwhy complex system failquot written doctor read like guy,1
"['rt', 'user', 'sxsw', 'user', 'devops', 'user', 'quotour', 'provider', 'cloudkick', 'monitor', 'pagerduty', 'paging', 'dnsmadeeasy', 'postmark', 'ec2', 'azure', 'google']",none,Neutral,none,17,rt user sxsw user devops user quotour provider cloudkick monitor pagerduty paging dnsmadeeasy postmark ec2 azure google,1
"['rt', 'user', 'sxsw', 'user', 'devops', 'user', 'quotthe', 'internet', 'meanour', 'system', 'complex', 'go', 'google', 'complex', 'system', 'fail', 'doctorquot']",none,Neutral,none,21,rt user sxsw user devops user quotthe internet meanour system complex go google complex system fail doctorquot,1
"['rt', 'user', 'sxsw', 'user', 'da', 'verpixelungsrecht\x89ûóthe', 'right', 'house', 'pixelated', 'google', 'street', 'view\x89ûó', 'theft', 'public']",none,Neutral,none,23,rt user sxsw user da verpixelungsrechtûóthe right house pixelated google street viewûó theft public,1
"['rt', 'user', 'sxsw', 'user', '80', 'splendor', 'dancin', 'spazzmatics', 'aclu', 'google', 'partylikeits1986', 'link']",none,Neutral,none,18,rt user sxsw user 80 splendor dancin spazzmatics aclu google partylikeits1986 link,1
"['rt', 'user', 'sxsw', 'user', 'interactive', 'session', 'mom', 'ipad', 'designing', 'boomer']",none,Neutral,none,14,rt user sxsw user interactive session mom ipad designing boomer,1
"['rt', 'user', 'sxsw', 'user', 'omitting', 'flash', 'apple', 'seems', 'effective', 'even', 'though', 'h264', 'maybe', 'need', 'break', 'old', 'thing', 'browserwars']",Apple,Positive,Apple,25,rt user sxsw user omitting flash apple seems effective even though h264 maybe need break old thing browserwars,2
"['rt', 'user', 'sxsw', 'user', 'rock', 'casbah', 'user', 'user', 'partylikeits1986', 'digital', 'right', 'link']",none,Neutral,none,15,rt user sxsw user rock casbah user user partylikeits1986 digital right link,1
"['rt', 'user', 'sxsw', 'user', 'talk', 'demoing', 'google', 'place', 'w', 'hotpot', 'integrated', 'ratingrecommendation', 'system', 'androidiphone', 'cool', 'stuff']",Other Google product or service,Positive,,19,rt user sxsw user talk demoing google place w hotpot integrated ratingrecommendation system androidiphone cool stuff,2
"['rt', 'user', 'sxsw', 'uxdes', 'check', 'designing', 'ipad', 'interface', 'new', 'navigation', 'schema', 'sxsw', 'link']",none,Neutral,none,16,rt user sxsw uxdes check designing ipad interface new navigation schema sxsw link,1
"['rt', 'user', 'sxsw', 'apple', 'store', 'sold', 'last', 'ipad']",none,Neutral,none,10,rt user sxsw apple store sold last ipad,1
"['rt', 'user', 'sxsw', 'beyondwc', 'analytics', '101', 'google', 'analytics', 'standard', 'use']",none,Positive,none,13,rt user sxsw beyondwc analytics 101 google analytics standard use,2
"['rt', 'user', 'sxsw', 'crm', 'scrm', 'join', 'user', 'sxsw', 'next', 'sunday', '313', 'noon', 'hilton', 'austin', '4', 'coffee', 'amp', 'chat', 'old', 'act', 'user', 'amp', 'show', 'viporbit', '4', 'iphone']",none,Neutral,none,31,rt user sxsw crm scrm join user sxsw next sunday 313 noon hilton austin 4 coffee amp chat old act user amp show viporbit 4 iphone,1
"['rt', 'user', 'sxsw', 'csr', 'reporting', 'janecek', 'microsoft', 'give', 'charity', 'apple', 'give', 'nothing', 'everyone', 'room', 'iphone', 'drive', 'decision']",Apple,Negative,Apple,23,rt user sxsw csr reporting janecek microsoft give charity apple give nothing everyone room iphone drive decision,0
"['rt', 'user', 'sxsw', 'dvsg', 'quotbest', 'chance', 'disrupt', 'visa', 'amp', 'master', 'card', 'facebook', 'apple', 'via', 'customer', 'amp', 'mobile', 'carrier', 'via', 'nfcquot']",none,Neutral,none,22,rt user sxsw dvsg quotbest chance disrupt visa amp master card facebook apple via customer amp mobile carrier via nfcquot,1
"['rt', 'user', 'sxsw', 'enchantment', 'user', 'quotbright', 'spot', 'apple', 'pagemaker', 'saved', 'apple', 'believe', 'god', 'bc', 'explanation', 'apple', 'survival']",Apple,Positive,Apple,23,rt user sxsw enchantment user quotbright spot apple pagemaker saved apple believe god bc explanation apple survival,2
"['rt', 'user', 'sxsw', 'enchantment', 'user', 'quotno', 'one', 'us', 'window', 'voluntarilyquot', 'quotapple', 'greatest', 'collection', 'egomaniac', 'historyquot', 'haha']",Apple,Negative,Apple,19,rt user sxsw enchantment user quotno one us window voluntarilyquot quotapple greatest collection egomaniac historyquot haha,0
